name,address,icon,userComment,rating,tags,photos
"Château de Goussainville","Rue du Pont 95190 Goussainville France","museum","Village fantôme À quelques kilomètres de Paris se trouve le village de Gousainville, ou du moins ce qu'il en reste. Le centre historique du hameau qui comprenait autrefois plus de 30 000 habitants n'est plus que ruines, châteaux et maisons, tous abandonnés. Le village a été déserté dans la fin des années 60, alors que l'aéroport Roissy Charles-de-Gaulle venait d'être construit à 5 kilomètres du village. Des responsables de l'aéroport ont alors proposé aux habitants de racheter leurs maisons pour ensuite les raser et développer d'autres projets. Malheureusement, c'était sans compter sur la présence de l'église Saint-Pierre-Saint-Paul, classée aux monuments historiques, qui a empêché toute destruction des habitations, laissant l'entreprise avec une centaine de maisons sur les bras.","","A visiter#Village fantome",""
"Occi, Village Fantome","Occi, 20220 L'Île-Rousse France","generic","Situé en Balagne, sur un plateau à 377 mètres d'altitude et offrant une vue panoramique sur le littoral de Calvi à Sant'Ambroggio, difficile à croire que des habitants aient déserté un si beau village. Pourtant, Occi est un village fantôme depuis le début des années 1900, les habitants ayant préféré s'installer à Lumio. Malgré les nombreuses ruines, le village corse est protégé et l'église de l'Annunziata a même été entièrement rénovée en 2002 par des associations et des dons, notamment grâce au soutien de l'actrice Laeticia Casta, originaire de Lumio. Occi n'est accessible que par voie pédestre, mais offre une belle balade et permet de préserver le village du tourisme de masse.","","A voir#Village fantome",""
"C2","Rue du Mont-Cenis 73480 Val-Cenis France","restaurant","Le lac du Mont-Cenis
A la frontière franco-italienne, en plein cœur du massif du même nom, le lac artificiel du Mont-Cenis trône majestueusement avec sa couleur turquoise à faire rêver un impressionniste. Si l'on ne s’y baigne pas, les balades dans les alentours, à faire à pied ou à VTT, permettent de découvrir des pâturages remplis de fleurs uniques au monde, la puissance architecturale du fort de Ronce et nombre d’autres horizons magiques.

 ","","Parc & Nature",""
"Musée du Jambon Queuille","20 Avenue du Méandre 63780 Queuille France","bar","Le méandre de Queuille
Quand on sait que le point de vue pour admirer le méandre de Queuille est surnommé le « paradis », ça vous donne une idée de ce qui vous attend. Le méandre de Queuille, sommité touristique du Massif central, c'est ce slalom pris en plein plateau granitique par la rivière Sioule. Du « paradis », on se laisse époustoufler par le spectacle tandis qu’on fantasme longuement sur les causes géologiques de cette boucle.","","Parc & Nature",""
"Tourouzelle","11200 Tourouzelle France","geocode","Le canal du Midi
« Parfois au fond de moi se ranime / L'eau verte du canal du Midi. » Difficile de ne pas penser à Claude Nougaro en évoquant ce sacré canal. Percé sous le haut patronage de Colbert entre 1667 et 1681 – sous Louis XIV donc –, il reliait dans un premier temps la ville de Sète en Méditerranée à Toulouse, avant d'être prolongé en direction de l'Atlantique au XIXe siècle. Le long de ses 240 kilomètres initiaux et 63 écluses, les balades, sur ou au bord de l'eau, se révèlent des plus paisibles. Quant à Claude Nougaro, un album de reprises de ses chansons est sorti pour récolter des fonds afin de replanter des arbres le long du canal.","","Parc & Nature",""
"Musée Municipal","2 Rue Grande 06570 Saint-Paul-de-Vence France","museum","Le plateau de Valensole
Aux phobiques de la lavande – mais en existe-t-il vraiment–, on vous déconseille vivement le plateau de Valensole. Parce que sur les hauteurs provençales, pas loin des Gorges du Verdon, ce sont des champs et des champs de lavande à perte de vue – on parle de 800 km2 tout de même – qui s'offrent à vos yeux ébahis. Un conseil ? Prenez un VTT et baladez-vous dans les sentiers : c'est magnifique.","","Village de france",""
"Orgues d'Ille Sur Tet","Chemin de Régleilles 66130 Ille-sur-Têt France","museum","Le plateau de Valensole
Aux phobiques de la lavande – mais en existe-t-il vraiment–, on vous déconseille vivement le plateau de Valensole. Parce que sur les hauteurs provençales, pas loin des Gorges du Verdon, ce sont des champs et des champs de lavande à perte de vue – on parle de 800 km2 tout de même – qui s'offrent à vos yeux ébahis. Un conseil ? Prenez un VTT et baladez-vous dans les sentiers : c'est magnifique.","","Parc & Nature#A voir",""
"Parc de Valensolles","Boulevard de Crussol 26000 Valence France","amusement","Le plateau de Valensole
Aux phobiques de la lavande – mais en existe-t-il vraiment–, on vous déconseille vivement le plateau de Valensole. Parce que sur les hauteurs provençales, pas loin des Gorges du Verdon, ce sont des champs et des champs de lavande à perte de vue – on parle de 800 km2 tout de même – qui s'offrent à vos yeux ébahis. Un conseil ? Prenez un VTT et baladez-vous dans les sentiers : c'est magnifique.","","Parc & Nature",""
"Musée des impressionnismes Giverny","99 Rue Claude Monet, 27620 Giverny, France","museum","","","Parc & Nature#A visiter",""
"Château du Haut-Kœnigsbourg","67600 Orschwiller, France","generic","Tout à droite, juste avant de débarquer au pays de la claquette-chaussette, on vous conseille une petite halte au milieu de la plaine d'Alsace. Perché à plus de 700 mètres d'altitude depuis le XIIe siècle, vous y trouverez le château du Haut-Kœnigsbourg pour un petit voyage moyenâgeux entre son donjon, ses tours, son jardin, son logis et ce panorama époustouflant. Pour la petite anecdote ciné, La Grande Illusion de Jean Renoir y a en partie été tourné, et Miyazaki s'en est inspiré. Après votre visite, n'hésitez pas à boire un petit coup de blanc, ce n’est pas ce qui manque dans la région.

","","Monument#A visiter",""
"Jardins de Marqueyssac","France","beach","","","Parc & Nature#A visiter",""
"Valley of the Dordogne","46110 Carennac France","museum","Aussi mystérieuse que magnifique, la vallée de la Dordogne est l'un des plus beaux trésors du pays. S'y aventurer, c'est ouvrir une majestueuse boîte de Pandore, avec cette vallée encaissée façon décor de carte postale, ses villages à faire monter Stéphane Bern dans les aigus et ses endroits pépites comme le belvédère de la Dordogne, un point de vue situé à 130 mètres au-dessus de la vallée. Et que dire des jardins suspendus de Marqueyssac et leurs 150 000 buis centenaires…","","Parc & Nature#A voir",""
"Mairie les Baux-de-Provence","13520 Les Baux-de-Provence France","civic","Pas la peine d'aller plus loin que son nom pour s'en convaincre : c'est (très) beau les Baux-de-Provence. Dans cet iconique village provençal à l'allure de piédestal situé non loin de la photogénique ville d'Arles, on se balade dans les ruelles pavées, on découvre un château du XIIIe siècle et on visite le musée des Santons. Autre curiosité artistique, les anciennes carrières de bauxite, qui s'illuminent grâce à Culturespaces, la société derrière l'Atelier des Lumières. A part ça, n'oubliez pas de vous poser et de profiter du pinard, de l'huile d'olive et des cigales !","","A voir#Village de france",""
"Colline Notre-Dame du Haut by le Corbusier","13 Rue de la Chapelle Ronchamp 70250","museum","","","A visiter",""
"Auchan Luxeuil","Espace du Banney, LUXEUIL LES BAINS 70300","shopping","Termes","","Tranquilou",""
"Beulotte-Saint-Laurent","70310 Beulotte-Saint-Laurent, France","geocode","","","Parc & Nature",""
"Dune du Pyla","33260 La Teste-de-Buch France","parking","","","Parc & Nature",""
"Plage du Lotu","Plage du Lotu, France","geocode","","","A voir#Parc & Nature",""
"Réserve Naturelle Sept-Îles","Perros-Guirec France","forest","","","Parc & Nature#A voir",""
"La Trottinette","23 Rue de la Fontaine au Roi, 75011 Paris, France","restaurant","Tout le monde mange en même temps ","","Restaurant",""
"Zooparc de Tregomeur","Rue du Trégor France","zoo","","","A visiter#Kids",""
"Cimetière de Lézardrieux","Rue de Kerrun, 22740 Lézardrieux, France","generic","","","A voir",""
"Abbaye de Beauport","Rue de Beauport 22500 Paimpol France","historic","","","A visiter#Monument",""
"Port de Ploumanac'h","Chemin de la Pointe 22700 Perros-Guirec France","lodging","+ sentier côte granit rose. + phare joli","","A visiter",""
"Vallee des Traouiero","Route des Traouïero 22730 Trégastel France","beach","Balade dans une vallée / cours d’eau","","A voir#Parc & Nature",""
"Restaurant Elmer","30 Rue Notre Dame de Nazareth, 75003 Paris, France","restaurant","","","À essayer#Restaurant",""
"Epicerie Musicale","25 Rue des Moulins 31000 Toulouse France","restaurant","","","À essayer#Cafe",""
"Square Colbert","Rue Émile Lepeu Paris France","beach","","","A visiter#Parc & Nature",""
"Parc naturel régional du Marais poitevin","2 Rue de l'Église, 79510 Coulon, France","civic","","","A voir",""
"Le Petit Saint Jean","8 Place du Trinquet 64220 Saint-Jean-Pied-de-Port France","fastfood","","","A voir",""
"Mairie de Montfort l'Amaury","36, rue de Paris, 78490 Montfort-l'Amaury","civic","","","A voir",""
"Mairie de Barbizon","13 Grande Rue 77630 Barbizon France","civic","","","A voir",""
"Eglise Notre-Dame d'Auvers","Rue du Montcel 95430 Auvers-sur-Oise France","worship","","","A voir",""
"Giverny-Village","14 Rue Claude Monet 27620 Giverny France","train","","","A voir",""
"Mairie de Chevreuse","5 Rue de la Division Leclerc 78460 Chevreuse France","civic","","","A voir",""
"Gerberoy","Rue du Logis du Roy France","historic","","","A voir",""
"Ville de Provins","5 place Mar Leclerc, 77160 Provins","civic","","","A voir",""
"Mairie de Moret-sur-Loing","26 Grande Rue 77250 Moret-Loing-et-Orvanne France","beach","","","A voir",""
"Fulgurances","10 Rue Alexandre Dumas, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"PAROISSE SAINT SERGE DE RADONEGE","93 Rue de Crimée, 75019 Paris, France","","Paroisse russe","","A visiter#Insolite",""
"La fille à papa","28 Rue du Sergent Bauchat, 75012 Paris, France","restaurant","","","À essayer#Restaurant",""
"Le Grand Breguet","17 R. Bréguet, 75011 Paris, France","restaurant","","","À essayer#Bar#Coworking",""
"Cantine Primeur","4 Rue Lemon, 75020 Paris","restaurant","Vegan ","","À essayer#Restaurant",""
"Dame Jane","39 Rue Ramponeau, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Les Bols d’Antoine","10 Rue des Envierges, 75020 Paris","restaurant","","","À essayer#Restaurant",""
"Ossek Garden","14 Rue Rampon, 75011 Paris, France","restaurant","Coréen ","","Restaurant#À essayer",""
"Le grand Bol","7 Rue de la Présentation, 75011 Paris, France","restaurant","Chinois","","À essayer#Restaurant",""
"Adar restaurant","49 Pass. des Panoramas, 75002 Paris, France","restaurant","Y aller tôt ou prendre à emporter","","À essayer#Restaurant",""
"Gyoza Bar","56 Pass. des Panoramas, 75002 Paris, France","restaurant","","","Restaurant",""
"Mairie du 2ème Arrondissement","8 Rue de la Banque Paris France","civic","Salle des mariages / demander à l’huissier à l’entrée de nous montrer la salle","","A visiter",""
"Hôpital Saint-Louis","1 Avenue Claude Vellefaux Paris France","hospital","","","A voir#Parc & Nature",""
"Generator Hostel","9-11 Place du Colonel Fabien, 75010 Paris, France","lodging","Roof top / RDC tables au fond vue sur jardin","","À essayer#Bar#Restaurant",""
"La Fontaine de Belleville","33 Rue Juliette Dodu Paris France","restaurant","","","À essayer#Brunch",""
"Panda Panda","21 Rue Juliette Dodu Paris 75010","restaurant","","","À essayer#Restaurant",""
"Corentin Brison céramiste","21 Avenue Claude Vellefaux, 75010 Paris, France","school","","","À essayer#Cafe#A voir",""
"Butte Bergeyre","76 Rue Georges Lardennois, 75019 Paris, France","bar","","","A voir",""
"Cobh Station","Lower Road Cobh Ireland","train","","","A visiter",""
"DOUCEURS CAPITALES","2 Rue du Général Renault, 75011 Paris, France","cafe","Végétarien, saisonnier, locavore ","","À essayer#Tranquilou",""
"Glaces Glazed","54 R. des Martyrs, 75009 Paris, France","restaurant","Gaufres","","À essayer",""
"Palika Poke","36 Rue de Cléry, 75002 Paris, France","restaurant","","","Restaurant",""
"Dorothy","87 Rue de Ménilmontant 75020 Paris France","generic","Café associatif ","","Cafe#Kids#Tranquilou",""
"God Bless Broccoli","38 Rue Dunois, 75013 Paris, France","restaurant","Pizza","","À essayer",""
"Gangnam","38 Rue de Belleville 75019 Paris France","generic","Coréen ","","À essayer#Restaurant",""
"Baha'I House of Worship","Camino Privado 7910000 Peñalolén, Región Metropolitana de Santiago Chile","worship","","","A visiter#Monument",""
"AMA PARIS","2 Rue Bichat, 75010 Paris, France","restaurant","","","À essayer#Restaurant#Tranquilou",""
"Terme di Saturnia","58014 Manciano Italy","tourism","","","A voir#Tranquilou#Parc & Nature",""
"Off. de Tourisme de l'Île de Bréhat","Lieu-dit Le Bourg France","travel","","","A voir#A visiter#Parc & Nature",""
"Port de Paimpol","Quai Neuf France","forest","","","A voir#A visiter#Parc & Nature",""
"Cote de Granit Rose","Route de Perros 22300 Lannion France","beach","","","A visiter#A voir#Parc & Nature",""
"Crozon Antiquites","Rue du Chanoine Grall 29160 Crozon France","shopping","","","A visiter#A voir#Parc & Nature",""
"Square Montsouris","Square de Montsouris, 75014 Paris","generic","","","A visiter",""
"Café Jacquemart-André","158 boulevard Haussmann Musée Jacquemart-André Paris 75008","museum","","","A visiter#Musee",""
"Pictus Cemetery (Cimetiere de Picpus)","35 Rue de Picpus 75012 Paris France","civic","","","A visiter",""
"Galerna","7 Rue du Cher 75020 Paris France","generic","","","À essayer#Restaurant",""
"Les Arlots","136 Rue du Faubourg Poissonnière Paris France","restaurant","","","À essayer#Restaurant",""
"Soul Kitchen","33 Rue Lamarck Paris France","supermarket","","","À essayer#Brunch#Tranquilou",""
"Miss Banh Mi","5 Rue Mandar, 75002 Paris, France","restaurant","","","À essayer",""
"Marcelle Montmartre","22 Rue Montmartre, 75001 Paris, France","restaurant","","","À essayer#Brunch",""
"Café Méricourt","22 Rue de la Folie Méricourt, 75011 Paris, France","cafe","","","À essayer#Brunch",""
"Café Chilango","82 Rue de la Folie Méricourt, 75011 Paris, France","restaurant","","","À essayer#Brunch",""
"Ten Belles Bread","bis, 17-19 Rue Breguet, 75011 Paris, France","cafe","","","À essayer#Brunch",""
"Ten Belles","10 Rue de la Grange-aux-Belles 75010 Paris France","restaurant","","","À essayer#Brunch",""
"Le Tricycle","11 Rue des Petites Écuries, 75010 Paris","generic","Afro-vegan ","","À essayer#Brunch",""
"FOG : Full Of Good","52 Rue de Terre Neuve, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Abri","92 Rue du Faubourg Poissonnière, 75010 Paris, France","restaurant","","","À essayer#Restaurant",""
"Abri Soba","10 Rue Saulnier Paris France","restaurant","","","À essayer#Restaurant",""
"3615 bar","114 Rue Oberkampf 75011 Paris France","generic","","","Bar",""
"LA BAMBA (Le Jardin Suspendu)","102 Route de la Pyramide, 75012 Paris, France","bar","","","A visiter",""
"Cimetière de Belleville","40 Rue du Télégraphe Paris France","civic","","","A voir#Parc & Nature",""
"La Forêt Linéaire","Rue Emile Bollaert, 75019 Paris, France","generic","","","A voir#Parc & Nature",""
"Cafe Parisien","2 Place Rhin et Danube Paris France","restaurant","","","À essayer#Bar",""
"Le Danube","3 Place Rhin et Danube 75019 Paris France","restaurant","","","À essayer#Bar",""
"Louisette bar à grignoter","12 bis Rue de la Villette, 75019 Paris, France","bar","","","Bar#Grignotage#Tranquilou",""
"Scandle","68 Rue Blanche, 75009 Paris","restaurant","","","Bar#À essayer",""
"Bonpot","162 Rue Montmartre, 75002 Paris","restaurant","","","À essayer#Restaurant",""
"BNF- Site Richelieu","58 Rue de Richelieu, 75002 Paris, France","library","","","A visiter",""
"SUPER Café","16 Rue de Fontarabie, 75020 Paris, France","bar","","","Restaurant#Kids",""
"Jardin Naturel Pierre-Emmanuel","112 Rue de la Réunion Paris France","beach","","","A visiter",""
"Theatre du Merveilleux","53 Avenue des Terroirs de France 75012 Paris France","music","","","A visiter",""
"Bibliothèque Sainte-Geneviève","10 Place du Panthéon, 75005 Paris, France","library","","","A visiter",""
"Kodawari Ramen","12 Rue de Richelieu 75001 Paris France","restaurant","","","À essayer#Restaurant",""
"Demory Paris","1 Rue de Paris France","wine","","","Bar#À essayer",""
"Poinçon","124 avenue du Général Leclerc","restaurant","","","À essayer#Bar#Restaurant",""
"BÜL","20 Avenue Trudaine, 75009 Paris, France","restaurant","","","Restaurant#Tranquilou#Cafe#Grignotage",""
"LE 49.3","3 Cité de Phalsbourg, 75011 Paris, France","bar","","","À essayer#Bar",""
"L’impasse","4 Cité Griset 75011 Paris France","bar","","","À essayer#Bar",""
"Curemonte","Curemonte, France","","","","A visiter",""
"Meyssac","Meyssac, France","","","","A visiter",""
"Collonges-la-Rouge","Collonges-la-Rouge, France","","","","A visiter#Village de france",""
"Arnac-Pompadour","Arnac-Pompadour, France","","","","A visiter#Village de france",""
"Allassac","Allassac, France","","","","A visiter#Village de france",""
"Ségur-le-Château","Ségur-le-Château, France","","","","A visiter#Village de france",""
"Argentat","Argentat, France","","","","Village de france#A visiter",""
"Uzerche","Uzerche, France","","","","Village de france#A visiter",""
"AUX MANDARINS DE BELLEVILLE","12 Rue Jules Romains, 75019 Paris, France","restaurant","","","Restaurant#À essayer",""
"Snack Ravioli Chinois Nord-Est","11 Rue Civiale Paris France","supermarket","Raviolis grillés et salade","","À essayer#Restaurant",""
"Goussainville Vieux-Pays","Rue du Pont 95190 Goussainville France","historic","","","A visiter#Abandonné",""
"Village Fantôme","2 Rue des Hirondelles, 50770 Pirou, France","generic","","","A visiter#Abandonné",""
"Musee de la Prefecture de Police","1 Rue Basse-des-Carmes 75005 Paris France","museum","","","A visiter#Musee",""
"Vélorails Du Pays Chartrain","4 Place de la Gare, 28320 Bailleau-Armenonville, France","beach","","","À essayer#Jeux#Tranquilou",""
"Rôcher et Chapelle Saint-Michel d'Aiguilhe","Chemin de la Citadelle 43000 Espaly-Saint-Marcel France","worship","","","A voir",""
"Rue Obscure","13 Quai de l'Amiral Courbet, 06230 Villefranche-sur-Mer, France","generic","","","A visiter",""
"Musée d'Art et d'Industrie André Diligent","23 Rue de l'Espérance, 59100 Roubaix, France","museum","","","A visiter#Musee",""
"Fontaine d'Isière","Chemin de Saint-Pierre 30210 Vers-Pont-du-Gard France","museum","","","A voir#Monument",""
"Fausse Porte","1 bis Rue Chapon, 75003 Paris, France","generic","","","A voir#Insolite",""
"Mairie","38680 Pont-en-Royans, France","museum","","","A visiter",""
"Chateau Minerve","8 Rue des Martyrs, 34210 Minerve, France","generic","","","Insolite#A visiter#Monument",""
"Serpent D’ocean"," 44250 Saint-Brevin-les-Pins, France","generic","","","A voir#Insolite",""
"L’Helice Terrestre de L’Orbiere","Lieu-dit L'Orbière 49350 Gennes-Val-de-Loire France","museum","","","A visiter#Insolite",""
"Le Moulin Jaune","Crécy-la-Chapelle, France","generic","","","A visiter#Insolite",""
"Front De Mer","80350 Mers-les-Bains, France","generic","","","A voir",""
"Jardin d'agronomie tropicale","45 bis Avenue de la Belle Gabrielle, 75012 Paris, France","generic","","","A visiter",""
"Mémorial De La Bataille De Verdun","D913C, 55100 Fleury-devant-Douaumont, France","museum","","","A visiter",""
"Le chêne d'Allouville","7 RUE DOCTEUR PATRENOTRE, 76190 Allouville-Bellefosse, France","shopping","","","A visiter#Monument",""
"Eglise Saint Jean","16390 Aubeterre-sur-Dronne, France","generic","","","A visiter",""
"Fondation Claude Monet","84 Rue Claude Monet, 27620 Giverny, France","generic","","","A visiter#Musee",""
"Fosse Dionne","14 Rue de la Fossé Dionne, 89700 Tonnerre, France","generic","","","A visiter",""
"Bunker","Gare de l'Est, 75010 Paris, France","generic","","","A visiter#Inaccessible",""
"Reservoir D’eau","79 Boulevard des Capucines, 75009 Paris, France","generic","","","A visiter#Inaccessible",""
"Abbaye de Jumieges","Rue Guillaume le Conquérant France","historic","","","A visiter#Monument#Abandonné",""
"Fontaine - Danse De La Fontaine Emergente","36 Rue de l'Étang, 78000 Versailles, France","generic","","","A visiter",""
"Les 5 dalles de la guillotine","13-15 Rue de la Croix Faubin, 75011 Paris, France","generic","","","A visiter",""
"Immeuble de Jules-Aimé Lavirotte","29 Avenue Rapp Paris France","historic","","","A visiter",""
"The Gravestone Courtyard","26 Rue Chanoinesse, 75004 Paris, France","generic","","","A visiter",""
"Upside Down House","83-323, Szymbarskich Zakładników 12, 83-323 Szymbark, Pologne","generic","","","A visiter",""
"Colline Des Croix","4015 19a, Meškuičiai 81442, Lituanie","generic","","","A visiter",""
"Parques de Sintra   Monte da Lua","Rua Alfredo Costa 2710 Sintra Portugal","business","","","A visiter",""
"Giethoorn, Groene Kruis","Beulakerweg 8355 Giethoorn Netherlands","train","","","A visiter",""
"La Roche Tremblante","15 Rue des Cendres, 29690 Huelgoat, France","generic","","","A visiter",""
"Collegiale De Saint-bonnet-le-chateau (momies)","11 Rue de Taillefer, 42380 Saint-Bonnet-le-Château, France","generic","","","A visiter",""
"Le Labyrinthe Des Dragons","66 Route de Savas, 07340 Peaugres, France","generic","","","A visiter",""
"La Demeure Du Chaos","2-12 Rue de la Charrière, 69270 Saint-Romain-au-Mont-d'Or, France","museum","","","A visiter",""
"Palais Ideal du Facteur Cheval","26390 Hauterives France","museum","","","A visiter",""
"Musée Mundaneum","Rue de Nimy 76, 7000 Mons, Belgique","museum","","","A visiter",""
"Musee Des Globes - Palais Mollard-Clary","Herrengasse 9 1010 Vienna Austria","historic","","","A visiter",""
"Forts Maunsell","130 Elm Rd, Southend-on-Sea SS3, Royaume-Uni","generic","","","A visiter",""
"Bibliothèque de l'Institut national d'histoire de l'art (INHA)","5 Rue Vivienne, 75002 Paris, France","library","","","A visiter",""
"Mairie","1 Place Charles de Gaulle 87520 Oradour-sur-Glane France","business","","","A visiter#Abandonné",""
"Le Jourdain","101 Rue des Couronnes, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Le Grand Bain","14 Rue Denoyez, 75020 Paris, France","restaurant","","","À essayer#Bar#Restaurant",""
"Jardin du Port de l'Arsenal","53 Boulevard de la Bastille, 75012 Paris, France","generic","","","À essayer#Bar",""
"L'Engrenage Du 11","82 Rue Jean-Pierre Timbaud, 75011 Paris, France","bar","","","Bar#À essayer",""
"La Popina","88 Rue Saint-Maur, 75011 Paris, France","bar","","","À essayer#Bar",""
"Couscous Deli","133 Rue du Chemin Vert, 75011 Paris, France","generic","","","Restaurant#À essayer",""
"Cafe Berry","13 Rue Chapon, 75003 Paris, France","generic","","","Tranquilou",""
"Cafe Ineko","19 Rue des Gravilliers, 75003 Paris, France","generic","","","Cafe#Tranquilou",""
"Sainsbury's Local","31-42 Bethnal Green Road, Hackney, London E1 6HZ","atm","","","Bar",""
"Clifton Nurseries","5A Clifton Villas Maida Vale London W9 2PH United Kingdom","gardening","","","Bar",""
"L'Atelier Montmartre","6 Rue Burq, 75018 Paris, France","bar","","","Bar",""
"BMK Paris-Bamako","14 rue de la fidélité, Paris 75010","restaurant","","","Restaurant",""
"Tuin 10","Tweede Tuindwarsstraat 10, 1015 Amsterdam, Pays-Bas","restaurant","Super bon et très sympa","","Restaurant#Bar",""
"De Bolhoed","Prinsengracht 60-62, 1015 DX Amsterdam, Pays-Bas","restaurant","","","Restaurant",""
"La Perla","Tweede Tuindwarsstraat 14 Amsterdam Netherlands","restaurant","","","Restaurant",""
"Venus & Adonis","Prinsengracht 274 1016 HH Amsterdam Netherlands","restaurant","","","Restaurant",""
"Klever4","Utrechtsestraat 131, 1017 VM Amsterdam, Pays-Bas","generic","","","Restaurant#Brunch#Cafe",""
"Torensluis (Brug 9)","Torensteeg 1012 Amsterdam Netherlands","museum","Pont avec prison en dessous ","","A voir",""
"Magere Brug","Magerebrug 1017 Amsterdam Netherlands","historic","","","A voir",""
"Langreis","Amstel 202 1017 AH Amsterdam Netherlands","restaurant","","","Jeux#Cafe",""
"Westergasfabriek B.V.","Haarlemmerweg 8, 1014 BE Amsterdam, Pays-Bas","generic","","","A voir#A visiter#Bar#Kids#Jeux#Shopping",""
"Maisons Flottantes","IJburglaan 466, 1086 ZJ Amsterdam, Pays-Bas","generic","","","Insolite#A voir",""
"Scheepvaarthuis","Prins Hendrikkade 108 1011 AK Amsterdam Netherlands","historic","","","A voir",""
"Mur","Lootsstraat 21III, 1053 NV Amsterdam, Pays-Bas","generic","","","Insolite",""
"Mini Maisons","Westerstraat 54, 1015 ML Amsterdam, Pays-Bas","generic","","","Insolite",""
"Blue Amsterdam","Singel 457, 1012 WP Amsterdam, Pays-Bas","cafe","","","Bar",""
"Bloemenmarkt","Singel, Amsterdam, Pays-Bas","shopping","","","A voir",""
"Waterlooplein","1011 AA Amsterdam, Pays-Bas","bus","","","A voir",""
"Central station","Pierre Cuypershof, Amsterdam, Pays-Bas","generic","","","A voir",""
"Marché Au Puce / Marché Bio","Noordermarkt 34, 1015 NA Amsterdam, Pays-Bas","generic","","","A voir",""
"National Monument","Dam, Amsterdam, Pays-Bas","museum","","","A voir",""
"RESTORED","Haarlemmerdijk 39, 1013 KA Amsterdam, Pays-Bas","shopping","","","Boutique",""
"All the Luck in the World","Gerard Doustraat 86HS, 1072 VW Amsterdam, Pays-Bas","shopping","","","Boutique",""
"Café Thijssen","Brouwersgracht 107 1015 GD Amsterdam Netherlands","bar","","","Bar",""
"Kahmann Gallery","Lindengracht 35 1015 KC Amsterdam Netherlands","museum","","","A visiter",""
"Vascobelo","Rokin 1012 Amsterdam Netherlands","restaurant","","","Bar#Librairie",""
"Restaurant the Pantry","Leidsekruisstraat 21, 1017 RE Amsterdam","restaurant","","","Restaurant",""
"café molenpad","Prinsengracht 653, Amsterdam, Pays-Bas","generic","","","À essayer#Bar#Restaurant",""
"National Museum","Museumstraat 1 Amsterdam Netherlands","museum","","","A visiter",""
"Van Gogh Museum","Paulus Potterstraat 7 1071 CX Amsterdam Netherlands","museum","","","A visiter",""
"Vondelpark","Staalstraat 1011 JJ Amsterdam Netherlands","lodging","","","A visiter#Kids",""
"Hortus Botanicus","Plantage Middenlaan 2 Amsterdam Netherlands","museum","","","A visiter",""
"Nederlands Scheepvaartmuseum","Kattenburgerplein 1, 1018 KK Amsterdam, Pays-Bas","museum","","","A visiter",""
"Westertoren","PrinsenGracht 279A 1016 GW Amsterdam Netherlands","historic","","","A visiter",""
"Bazar Amsterdam","Albert Cuypstraat 182, 1073 BL Amsterdam, Pays-Bas","restaurant","","","Restaurant",""
"Pad Thaï","57 Rue de la Fontaine au Roi, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Fil Et Laine","49 Rue Basfroi, 75011 Paris, France","generic","","","Mercerie",""
"Loufoque - Bar resto à jeux","57 Rue Galande, 75005 Paris, France","bar","","","Restaurant#Kids#Jeux",""
"Café Oz Denfert","3 Place Denfert-Rochereau, 75014 Paris, France","bar","","","Brunch#Kids",""
"Les 400 Coups","1 Rue Jean Macé 75011 Paris France","business","","","Brunch#Kids",""
"Les Niçois","7 Rue Lacharrière, 75011 Paris, France","restaurant","","","À essayer#Brunch#Kids#Restaurant",""
"Le Sésame","51 Quai de Valmy, 75010 Paris, France","restaurant","","","À essayer#Brunch#Kids",""
"La Chambre aux Oiseaux","48 Rue Bichat, 75010 Paris, France","cafe","","","À essayer#Brunch#Kids",""
"Le Petit Vingtieme","381 Rue des Pyrénées Paris France","restaurant","","","À essayer#Restaurant",""
"Le Mezze du Chef","76 Rue de Ménilmontant, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"La Maison Picassiette","Rue du Repos 28000 Chartres France","museum","","","A visiter#Insolite",""
"Filakia","31 Rue Linné, 75005 Paris, France","restaurant","Petit truc Grec + limonade...","","Bar#Grignotage",""
"Le Ciré Jaune","112 Rue Saint-Maur, 75011 Paris, France","bar","","","À essayer#Bar#Amis",""
"Bagnard Saintonge","58 Rue de Saintonge, 75003 Paris, France","restaurant","","","Restaurant#À essayer",""
"La Cave de l'Insolite","30 Rue de la Folie Méricourt, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Brasserie Gallopin","40 Rue Notre Dame des Victoires, 75002 Paris, France","restaurant","","","À essayer#Restaurant",""
"Chez He","4 Cité de L'Ameublement Paris France","restaurant","","","Kids#À essayer#Restaurant",""
"Commune Moret Sur Loing","Rue du Gymnase, 77250 Moret sur Loing, France","civic","","","A visiter",""
"Perigueux","24000 Périgueux, France","generic","","","A visiter",""
"Brantôme","Brantôme, France","generic","","","A visiter",""
"GreenHouse","22 Rue Crespin du Gast, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"L'opium du peuple","10 Rue Montgolfier, 75003 Paris, France","bar","","","À essayer#Bar",""
"Belvédère du Rayon Vert","Avenue de la Côté Vermeille, 66290 Cerbère, France","lodging","","","A visiter",""
